risk_cluster,borrowers,observed_defaults,observed_default_rate,avg_predicted_pd,median_predicted_pd,exposure_proxy,avg_exposure_proxy,expected_loss_proxy,anomaly_rate,avg_anomaly_score,avg_duration_months,avg_age,borrower_share,exposure_share,expected_loss_share
1,282,120,0.425531914893617,0.5624399817990787,0.5901027809285704,1913969,6787.124113475177,508266.57521854393,0.1347517730496454,0.24625172400225284,33.54609929078014,36.141843971631204,0.282,0.585086532459378,0.6936450544041664
0,718,180,0.25069637883008355,0.38057904073891785,0.334093534162363,1357289,1890.374651810585,224480.7744401939,0.016713091922005572,0.15671890853646064,15.937325905292479,35.31197771587744,0.718,0.41491346754062197,0.3063549455958336
